"V1","V2","V3","V4"
"-25",0.993360211980794,0.854695684281187,0.933167976363952
"-5",0.880953849383552,0.853932837810326,0.109687617680895
"-24",0.984814035004471,0.851657586646485,0.847106706356086
"-21",1.02887016105094,1.16867288659613,0.719926382290492
"-22",1.02602811941775,1.17253884807343,0.746119928892135
"-8",1.11652045693024,1.17363005802216,0.165169355783732
"-12",0.919755043497425,0.852225686079655,0.298133251948634
"-16",1.05860584447313,1.16878144284252,0.473506314099919
"-7",0.893036327545755,0.854611750650475,0.155309607578511
"-9",0.903917739873082,0.855296347630495,0.201973744529547
"-17",0.946634704231639,0.853012156375225,0.489678081748219
"-15",0.934663265783458,0.852841109282455,0.394254090027857
"-18",1.04889042926068,1.17223876988802,0.548149495659449
"-14",0.931222230129644,0.854791060616964,0.368894045066701
"-24",0.990833631813034,0.85524348031881,0.907734895708288
"-22",0.973795896173307,0.852035347757929,0.737383475018466
"-21",0.971014212061886,0.856051526240739,0.71033415244729
"-21",1.03228062008809,1.17300271301053,0.689221870865846
"-8",0.897089291096044,0.853686942820556,0.170265266480562
"-19",0.95746051897565,0.853234495304553,0.583172557393972
"-22",0.978817673328866,0.855650608420113,0.787290918724139
"-8",0.897963759152037,0.8547025915918,0.174384795471682
"-13",0.926078305001014,0.855332517659685,0.332250667807543
"-13",0.926973022113907,0.85556251903791,0.338770642407582
"-8",0.898674808001033,0.854905859131061,0.178131940493304
"-25",0.99108705012112,0.853034350261663,0.910067245173674
"-18",1.05180283476485,1.17411437299765,0.524254831784838
"-23",1.01983742215298,1.17348062306029,0.805112578072151
"-26",0.999194159465122,0.853632355760115,0.99188022367409
"-18",1.05221263086687,1.17530814633151,0.522137682823181
"-12",1.0907768664104,1.17545290497976,0.274024694711354
"-20",1.03657708836644,1.17280154061946,0.651106144390366
"-3",1.14736305321889,1.16908546766571,0.0829101388196092
"-24",1.01561601588878,1.17163498224697,0.844963784034712
"-19",0.958707733909862,0.853812069222094,0.594249360032968
"-21",0.968354057173284,0.851675431912902,0.686031461001932
"-17",0.944617691628828,0.851891415066841,0.472509995822463
"-4",1.14300461607315,1.17210065622488,0.0927380107368733
"-9",1.10971731428563,1.17288370418433,0.188418518273332
"-21",0.96981817170598,0.854766209753219,0.698830076187727
"-13",0.923838572952943,0.852680570205152,0.317681111293168
"-15",0.934305582613402,0.852198364966402,0.391262233973432
"-24",0.989384370013061,0.855540557732897,0.892865836936499
"-14",1.07643819811039,1.17381790809292,0.354213750204565
"-12",0.918579621824224,0.85317700658107,0.283467818495614
"-22",0.975239749727153,0.852726305997309,0.752036908596977
"-21",1.03258449291829,1.17351853781809,0.686117602587079
"-12",0.917397974927206,0.852233946337231,0.276181782315666
"-18",0.952046353280873,0.853205476343459,0.535848214250176
"-14",0.931180485121153,0.854200708627093,0.368952089669179
"-23",0.978499937053951,0.85133961924319,0.783962834901492
"-1",1.16735163022158,1.1747558275677,0.0516090256386857
