"V1","V2","V3","V4"
"-14",0.993360211980794,0.847057086710256,0.933167976363952
"-2",0.880953849383552,0.843323649933597,0.109687617680895
"-14",0.984814035004471,0.846099121995066,0.847106706356086
"-8",1.02887016105094,1.18303365651442,0.719926382290492
"-12",1.02602811941775,1.17518865265493,0.746119928892135
"-4",1.11652045693024,1.18358822650426,0.165169355783732
"-9",0.919755043497425,0.846409331325613,0.298133251948634
"-6",1.05860584447313,1.17757296562163,0.473506314099919
"-3",0.893036327545755,0.852572541872699,0.155309607578511
"-4",0.903917739873082,0.850176923818435,0.201973744529547
"-7",0.946634704231639,0.851608191258118,0.489678081748219
"-7",0.934663265783458,0.845286858548609,0.394254090027857
"-12",1.04889042926068,1.18184101414906,0.548149495659449
"-6",0.931222230129644,0.844072446478579,0.368894045066701
"-9",0.990833631813034,0.853397794436811,0.907734895708288
"-10",0.973795896173307,0.851178965478559,0.737383475018466
"-9",0.971014212061886,0.848304741150645,0.71033415244729
"-10",1.03228062008809,1.17370921977957,0.689221870865846
"-3",0.897089291096044,0.846638347937001,0.170265266480562
"-9",0.95746051897565,0.844282336936753,0.583172557393972
"-13",0.978817673328866,0.845813239453034,0.787290918724139
"-4",0.897963759152037,0.845427697884881,0.174384795471682
"-6",0.926078305001014,0.851053256416656,0.332250667807543
"-5",0.926973022113907,0.850895813965586,0.338770642407582
"-4",0.898674808001033,0.845350036050856,0.178131940493304
"-12",0.99108705012112,0.844016963790865,0.910067245173674
"-9",1.05180283476485,1.18277921697608,0.524254831784838
"-9",1.01983742215298,1.18139318878456,0.805112578072151
"-14",0.999194159465122,0.845512705613007,0.99188022367409
"-11",1.05221263086687,1.17901921470026,0.522137682823181
"-7",1.0907768664104,1.18108327827232,0.274024694711354
"-12",1.03657708836644,1.17394707640552,0.651106144390366
"-1",1.14736305321889,1.17056778503877,0.0829101388196092
"-10",1.01561601588878,1.17394725956948,0.844963784034712
"-9",0.958707733909862,0.848812613941319,0.594249360032968
"-13",0.968354057173284,0.85010692165393,0.686031461001932
