"V1","V2","V3","V4"
"-6",0.749629545011033,0.613830711330293,0.218985444609588
"-14",1.10323240435988,1.71024534400322,0.667672525580408
"-14",1.06812050778176,1.67432056217421,0.77380146787775
"-16",0.939855484860729,0.601733175345157,0.783406480111242
"-7",1.27280011546488,1.63617274626033,0.30608738395362
"-1",1.52791882622305,1.57225074001011,0.061486259246969
"-20",0.963259933552718,0.581685724196191,0.868502625708017
"-14",0.865909126434353,0.599267837660861,0.523585455560075
"-6",1.33397455952041,1.62157883187987,0.216025403284216
"-11",0.877556503958118,0.591028487821445,0.576282069689012
"-13",1.15022899856231,1.63765379440214,0.534537160342975
"-13",0.918183499735625,0.575475649890896,0.714457818469554
"-14",1.04836271196534,1.67437125304416,0.836799647846798
"-14",1.13057352768009,1.69247315496474,0.587393429694836
"-12",0.855715383830842,0.609831730834874,0.492031549568307
"-19",1.04426702237586,1.74620628581871,0.848919473498787
"-1",0.652976661028129,0.632820699788872,0.0658152661426299
"-16",0.914915796314823,0.597735880803679,0.6939876339155
"-17",1.05619631457455,1.7261697835275,0.811156787756179
"-12",1.17485354235233,1.65943332141061,0.476155514259194
"-14",0.923034993352721,0.602445114977361,0.724347266997103
"-15",1.09484307039591,1.66087851157762,0.687975262006556
"-8",1.34322745821887,1.64177396646089,0.197189018089812
"-12",0.882432785320244,0.601307608983879,0.581974054927338
"-13",0.867382316130122,0.608741577769702,0.528257391811062
"-21",0.982933554233386,0.567970726276102,0.939408204776785
"-9",1.24733031496543,1.68914039307009,0.342812304564803
"-16",1.14269868997053,1.67632028194189,0.555457701942909
"-6",0.737202593495613,0.623987516814018,0.177025343834216
"-7",0.761977828159455,0.611084543582639,0.245316704857181
"-11",0.841096413604931,0.591567060524279,0.461426583611345
"-8",1.28173153014877,1.63485013387436,0.276095594870621
"-18",0.935296735137552,0.585777100062012,0.76898931001987
"-8",0.780788986740861,0.613589528472968,0.276111747496151
"-16",0.968195994124356,0.589609965756568,0.886592950367378
"-10",0.819772861569953,0.599753765118921,0.385696295071055
"-14",1.13592079209887,1.69056281382429,0.574749776537625
"-13",1.17051096860281,1.67167594274787,0.498459701930544
"-18",0.978872221703708,0.580824699469957,0.924734069385315
"-13",0.891198916525574,0.599944076523958,0.613356183929341
"-5",0.724784606390871,0.614947433502982,0.163536125801976
"-16",0.998822456754793,0.556138463643877,0.99599709625581
"-18",0.985889510373408,0.579982574356525,0.950078078479479
"-13",0.909194577698929,0.607793603564801,0.675482567525412
"-11",0.850925218603806,0.602674539730158,0.480651670053294
"-9",1.25703043089143,1.62030562144753,0.315079148740919
"-16",1.09897282190916,1.69860778462058,0.67777622232466
"-7",0.745507238298609,0.618814803602168,0.196450654841682
"-10",1.20603118966636,1.67386614362637,0.418861987089864
"-13",0.905357995421197,0.606126956643319,0.660198199489536
"-14",1.13214434677742,1.67890772405789,0.581776161714029
"-12",0.835502407113966,0.602439373574064,0.425440686761185
"-14",1.05496742394079,1.67362516415757,0.813913725348915
"-17",1.0605391484671,1.6964362646639,0.795308928953565
"-15",0.957944297621123,0.601658838882843,0.849217434909612
"-11",0.84370909510965,0.612654989764377,0.456659562450811
"-10",0.823289654026536,0.615722483905749,0.39565115508471
"-16",0.902395503551202,0.59648987691472,0.648977221481098
"-20",1.06123278221678,1.7347448088041,0.793599883106322
"-17",1.00710474356541,1.70653864131795,0.974999392638663
"-14",1.15884801564693,1.64034406770756,0.512919006679443
"-13",0.929813522892599,0.599500934593429,0.752449653065436
"-14",1.10061223657869,1.65994427719314,0.671582628480898
"-9",0.795576365268121,0.610689974647421,0.325223978602604
"-15",1.06365027806024,1.65464402430789,0.784747711786731
"-10",1.23244608917109,1.6405843483647,0.35414994730099
"-5",0.733065519310366,0.626661976862385,0.169806677087676
"-13",0.896930227796566,0.581922374171893,0.637383473292035
"-7",0.750586295358221,0.61141451865824,0.206765459224634
"-13",1.10327156333907,1.74541774989178,0.675602328983111
"-9",1.25503854635489,1.61318190242196,0.313460372496723
"-9",0.795957851879979,0.609031480632684,0.315953816295088
"-10",0.840031964895858,0.608519287028505,0.447037000098776
"-20",1.01973321525051,1.72798325577335,0.931079472330344
"-2",0.666187015479662,0.625059647952954,0.080314060210282
"-1",0.642527395069623,0.622390198539575,0.0520700915068415
"-15",1.06442125160974,1.66460375054542,0.782531596333029
"-14",0.920138206308774,0.593857496156272,0.713884616654466
"-11",1.21634039434758,1.62403080924927,0.385029022977228
"-9",0.796942505219453,0.611463971622617,0.316733591361648
"-6",1.336385404493,1.60062629050312,0.202032556120258
"-8",1.29974584488074,1.6443120476091,0.249636617101688
"-15",1.07461217076638,1.66169508810578,0.751726731577338
"-17",0.924894450946021,0.592924128937768,0.729892229019406
"-18",1.05593745187733,1.70254279642239,0.809914015631074
"-9",1.2447236196197,1.64177511688286,0.338160563489086
"-10",0.838764791418809,0.613983874162947,0.43859277958868
"-21",1.00169699102759,1.74097529374834,0.994032246918419
"-8",0.777766468399184,0.610759564197942,0.269523869406376
"-18",0.974055452844447,0.584581257273804,0.907583505664899
"-15",1.09722474056753,1.68016081135287,0.680600124591862
"-14",0.958755658553662,0.596457408521221,0.854825782253432
"-13",1.11189504145003,1.69995722678703,0.643875042287699
"-13",1.1070308466263,1.69049002501085,0.653568436839712
"-25",1.00057134582546,1.8164579463314,0.997992706771104
"-19",1.02706130393358,1.71892170692227,0.906216244748257
"-17",0.967806930403228,0.581606125437402,0.885188677764009
"-17",1.02494056988803,1.70997015827371,0.913832875223448
"-15",1.04925359153472,1.69977192584045,0.832583002192214
"-5",0.713455381870747,0.611216678509154,0.140940322201375
"-14",1.14091028174646,1.68518147371488,0.56436969212156
"-14",1.14282187200637,1.69892923047123,0.561328799154972
"-14",1.11205522711411,1.66970256616309,0.639919122612823
"-13",1.11230995584015,1.64913613992363,0.641865317900101
"-10",0.812269748449059,0.587531237384208,0.372956402057324
"-4",0.701331723374123,0.625015270349667,0.119639930370725
"-12",1.1749202507914,1.63867611363477,0.475865455489166
"-4",0.700195179253589,0.623401793742896,0.123353633184457
"-14",1.19405405697971,1.68599552201843,0.436120858818352
"-16",1.06612752035067,1.71748118061661,0.778929578159509
"-9",1.23950075168738,1.63064634374006,0.343037900754935
"-4",0.711675797043515,0.625118148762449,0.141018827823085
"-13",1.16734075940601,1.65386934896088,0.492604818662683
"-14",0.911517778451502,0.581472222060836,0.687953277377296
"-17",0.974435054322602,0.588009097677235,0.909525604578308
"-4",0.704346134256372,0.621719830117349,0.130448854988958
"-13",1.13391797709521,1.65806925610885,0.577786044450859
"-10",1.22247001895249,1.65477281219477,0.374300397401222
"-16",0.97223874012443,0.577466495898763,0.901525605204378
"-4",0.698387162949846,0.611391276046047,0.119195050339433
"-8",0.771692595931985,0.614461937988395,0.257291904488203
"-17",0.924073346631584,0.577879818231961,0.72840165124819
"-17",0.941279710307986,0.590162461045103,0.794070242275343
"-13",0.861117439396384,0.611923078838543,0.506922719132354
"-9",1.24294472044501,1.67077652076557,0.34738397489585
"-21",1.00967582001272,1.75050669409341,0.966167511854858
"-6",0.730779270986427,0.616509454671642,0.16687363774289
"-11",1.15799913172627,1.65327847310019,0.524127403524295
"-2",0.677276881647855,0.636794616677809,0.0847521563960055
"-16",1.03308672508701,1.66405818473792,0.885476474434398
"-17",1.01780579008121,1.69879937228949,0.937719242892646
"-16",1.07153908860435,1.69833723771374,0.761353289345251
"-13",1.17832750956408,1.68075601173552,0.471518698749936
"-18",0.980463690623987,0.587058710708088,0.931126030342165
"-5",1.3770741877033,1.61253585188282,0.158355264667054
"-11",0.860239300036518,0.6103170631619,0.505748324403444
"-11",1.22530738077182,1.65661223267587,0.36883193658359
"-16",0.938267748200505,0.590271875379535,0.777828202863562
"-14",0.898877028556008,0.589528336138388,0.639603380507805
"-16",0.992712296319889,0.575816161543983,0.974549067560847
